,bar_rating,rest_rating,num_food_poi,num_smoking,num_Cviolations,num_chi,num_pizza,avg_score,Predictions,Dev_SqDists
10001,4.0,4.3125,0.497064579256,0.0606653620352,8.87084148728,0.013698630137,0.0391389432485,13.863146926,13.8510013609,0.000147514751352
10002,4.26923076923,4.4375,0.384778012685,0.139534883721,10.9386892178,0.202959830867,0.0486257928118,16.0274411974,15.9821229444,0.00205374405441
10003,4.06666666667,4.23529411765,0.561403508772,0.0862573099415,10.9897660819,0.0233918128655,0.0365497076023,15.4553171422,15.2765923495,0.0319425515428
10004,3.77272727273,3.95833333333,0.306569343066,0.014598540146,9.21897810219,0.014598540146,0.043795620438,14.0225281602,14.054255039,0.00100659484001
10005,4.0,4.0,0.287878787879,0.0,10.8333333333,0.0151515151515,0.0454545454545,15.3899521531,15.1333942672,0.0658219488145
10006,3.83333333333,0.0,0.441860465116,0.0232558139535,13.2790697674,0.046511627907,0.0697674418605,15.8814102564,16.6376559712,0.57190758109
10007,3.875,4.0,0.676691729323,0.142857142857,9.47368421053,0.00751879699248,0.0451127819549,14.6839378238,14.2026603092,0.231628046082
10009,4.36363636364,4.31818181818,0.453333333333,0.153333333333,10.7766666667,0.0366666666667,0.0533333333333,15.1057692308,15.227545089,0.014829359637
10010,4.21428571429,4.28571428571,0.524904214559,0.0421455938697,10.3026819923,0.0383141762452,0.0344827586207,15.2050290135,14.893146081,0.0972709635919
10011,4.0,4.17857142857,0.712446351931,0.0922746781116,10.7081545064,0.0236051502146,0.049356223176,14.8799164636,15.0982214908,0.0476570848905
10012,4.19230769231,4.33333333333,0.454314720812,0.104060913706,11.0431472081,0.010152284264,0.0380710659898,15.1243624951,15.2744479246,0.0225256361613
10013,4.11538461538,4.25,0.50622406639,0.147302904564,12.6390041494,0.161825726141,0.0186721991701,16.4342803622,16.8868401416,0.204810353903
10014,4.05,4.04545454545,0.375838926174,0.147651006711,10.5704697987,0.0156599552573,0.0380313199105,15.1774313289,14.960477138,0.0470691209545
10015,0.0,0.0,284.0,22.0,1.0,0.0,0.0,7.0,7.626515975,0.392522266927
10016,4.15,4.16666666667,0.448888888889,0.0511111111111,11.64,0.0377777777778,0.04,15.7531468531,15.764158474,0.000121255794908
10017,3.8125,4.14285714286,0.475218658892,0.0145772594752,11.2886297376,0.0262390670554,0.0349854227405,15.4055153707,15.4627768439,0.0032788763131
10018,4.0,4.16666666667,1.07142857143,0.0684523809524,10.8630952381,0.0327380952381,0.0386904761905,15.7206595538,15.2235247856,0.247142977783
10019,4.09090909091,4.15384615385,0.0279823269514,0.00294550810015,9.93372606775,0.020618556701,0.0382916053019,14.7229965157,14.571526313,0.0229432222936
10020,4.0,4.25,2.27659574468,0.340425531915,7.21276595745,0.0,0.0,11.8875968992,12.661803033,0.599395137647
10021,4.07142857143,4.25,1.54,0.26,12.26,0.04,0.0333333333333,15.7208374875,16.1717897483,0.203357941507
10022,3.9375,4.25,0.351177730193,0.0235546038544,10.7323340471,0.0278372591006,0.0256959314775,14.9139526911,15.107896429,0.0376141734519
10023,3.88888888889,3.92857142857,0.867346938776,0.0408163265306,9.27040816327,0.015306122449,0.0459183673469,14.1897940913,14.096758103,0.00865569512154
10024,4.05,4.02941176471,0.814432989691,0.0567010309278,11.4587628866,0.0360824742268,0.0412371134021,15.489291598,15.6253508819,0.0185121287335
10025,4.04545454545,4.10714285714,0.248945147679,0.0210970464135,11.8691983122,0.0590717299578,0.0759493670886,16.4264705882,16.0256828938,0.16063077599
10026,3.72222222222,4.13636363636,1.69333333333,0.0533333333333,11.5733333333,0.0666666666667,0.04,16.5939524838,15.8056374087,0.621440657675
10027,3.66666666667,4.0,0.760233918129,0.093567251462,8.81286549708,0.0643274853801,0.0409356725146,15.4538198404,13.9751104995,2.18658131477
10028,4.05555555556,4.125,0.598086124402,0.0334928229665,10.3444976077,0.0239234449761,0.0574162679426,15.2292682927,14.8690621819,0.129748442222
10029,4.22222222222,4.46666666667,0.171428571429,0.0142857142857,10.3,0.12380952381,0.0952380952381,15.864321608,15.3000819768,0.318366361449
10030,4.33333333333,4.21428571429,1.45454545455,0.0227272727273,6.79545454545,0.0909090909091,0.0454545454545,14.0523809524,12.8082865404,1.54777090609
10031,3.95,4.21428571429,0.650485436893,0.0291262135922,10.572815534,0.106796116505,0.0679611650485,15.5383386581,15.3535446379,0.0341488299195
10032,3.33333333333,4.27777777778,0.786324786325,0.034188034188,11.2564102564,0.111111111111,0.0854700854701,16.3176144244,15.8061826803,0.261562428837
10033,4.0,4.3125,0.456896551724,0.25,10.6465517241,0.0948275862069,0.120689655172,15.7666666667,15.4178501419,0.121672968003
10034,3.58333333333,4.10714285714,0.740384615385,0.0192307692308,10.4807692308,0.0576923076923,0.0673076923077,15.7677100494,15.0730781915,0.482513417966
10035,4.5,4.3,3.72839506173,0.469135802469,9.61728395062,0.111111111111,0.0864197530864,15.0544662309,14.7925200996,0.0686157757077
10036,4.16666666667,4.16666666667,0.0605564648118,0.00163666121113,10.1047463175,0.0180032733224,0.0294599018003,15.1906873614,14.6695171366,0.271618403263
10037,4.0,4.16666666667,2.51515151515,0.151515151515,11.0909090909,0.181818181818,0.030303030303,16.6,15.945751095,0.428041629699
10038,4.15,4.15384615385,0.115384615385,0.0164835164835,10.2252747253,0.0604395604396,0.032967032967,15.4521575985,14.9165744112,0.286849350538
10039,4.5,4.125,1.0303030303,0.333333333333,9.27272727273,0.121212121212,0.151515151515,15.2833333333,14.6663993232,0.380607572801
10040,3.57142857143,3.83333333333,0.0779220779221,0.012987012987,9.61038961039,0.0649350649351,0.0779220779221,15.476744186,14.5248048379,0.906188522418
10041,0.0,0.0,92.0,6.0,1.0,0.0,0.0,11.0,7.95249060529,9.28731351085
10044,3.5,3.5,0.0,0.0,5.5,0.125,0.125,11.8,12.0853309018,0.0814137235436
10048,0.0,0.0,55.0,3.0,1.0,0.0,0.0,5.5,8.01524944674,6.3264797793
10055,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.25,8.76247094168,30.3873358829
10057,0.0,0.0,3.0,0.0,14.0,0.0,0.0,17.0,16.6384715407,0.130702826885
10065,4.21428571429,4.25,0.0335195530726,0.0,10.938547486,0.0111731843575,0.0558659217877,15.2228116711,15.2249568619,4.60184369165e-06
10069,0.0,4.0,0.0,0.2,11.6,0.0,0.0,16.3103448276,15.3070241791,1.00665232378
10075,4.0,4.38888888889,0.0,0.0,12.0303030303,0.040404040404,0.0606060606061,15.5742725881,16.0574516065,0.233461963834
10103,0.0,0.0,35.5,5.5,2.5,0.0,0.0,7.33333333333,9.0303362494,2.87981889715
10104,0.0,0.0,1.6,0.0,7.0,0.0,0.0,16.3333333333,12.0445201975,18.3939181135
10105,0.0,0.0,2.0,0.5,9.0,0.0,0.0,10.9285714286,13.3567226066,5.895918143
10106,0.0,0.0,5.5,0.0,3.5,0.0,0.0,8.44444444444,9.74000697392,1.6784822678
10107,0.0,0.0,62.0,4.0,2.0,0.0,0.0,8.33333333333,8.65967550664,0.10649921408
10110,0.0,0.0,65.0,0.0,3.0,0.0,0.0,8.0,9.31420713557,1.72714039519
10111,0.0,0.0,6.8,0.6,10.0,0.0,0.0,17.9666666667,14.0053927943,15.691690692
10112,4.0,4.0,2.72222222222,0.277777777778,5.27777777778,0.0,0.0,9.98850574713,11.3756143886,1.92407038311
10118,0.0,4.5,7.85714285714,1.0,4.57142857143,0.0,0.0,11.4074074074,10.7085300305,0.488429587958
10119,4.0,4.0,3.2380952381,0.238095238095,6.19047619048,0.0,0.0952380952381,13.6344086022,12.0714310292,2.44289889365
10121,4.0,0.0,0.541666666667,0.0416666666667,3.125,0.0,0.0416666666667,8.78082191781,9.76878349843,0.976068084782
10122,0.0,0.0,23.0,2.0,14.0,0.0,0.0,15.5714285714,16.604279105,1.06678022471
10123,0.0,0.0,15.0,1.5,5.5,0.0,0.0,16.4285714286,11.0365879035,29.0734863347
10128,4.0625,4.21428571429,0.216049382716,0.00617283950617,10.6666666667,0.0679012345679,0.0802469135802,15.5872033024,15.2824918781,0.0928490521053
10153,0.0,0.0,7.25,0.25,3.25,0.0,0.0,10.4285714286,9.57281024742,0.73232719922
10154,0.0,4.5,130.0,14.0,5.0,0.0,0.0,10.0,10.7805566774,0.609268726621
10155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.10750305698,0.0115569072606
10165,0.0,4.0,87.0,3.0,6.0,0.0,0.0,14.3333333333,11.4854811667,8.11026196265
10166,3.0,3.5,69.0,2.0,8.0,0.0,0.0,11.5,12.9671834628,2.15262731345
10167,0.0,0.0,22.6666666667,0.666666666667,2.33333333333,0.0,0.0,8.875,8.94536331676,0.00495099634532
10168,0.0,0.0,10.0,0.0,3.25,0.0,0.0,10.4285714286,9.56848166098,0.739754408362
10169,3.5,4.0,2.7619047619,0.0,0.666666666667,0.047619047619,0.047619047619,6.0,8.55512243057,6.52865063518
10170,0.0,0.0,29.0,0.5,6.0,0.0,0.0,12.5,11.3426610045,1.33943355059
10171,0.0,0.0,26.0,0.5,1.0,0.0,0.0,6.2,8.06454438445,3.47652576159
10172,0.0,0.0,85.0,40.0,2.0,0.0,0.0,8.5,8.59641927957,0.00929667747321
10173,0.0,0.0,46.0,0.0,1.0,0.0,0.0,5.25,8.03212753671,7.74023363054
10174,0.0,0.0,16.3333333333,0.0,2.0,0.0,0.0,7.77777777778,8.73734576826,0.920770728345
10175,0.0,0.0,36.5,14.0,8.5,0.0,0.5,14.0,13.4733874204,0.27732080903
10176,4.0,4.0,55.0,6.5,10.5,0.0,0.0,14.7857142857,14.7144778379,0.00507463149743
10179,0.0,0.0,99.0,8.0,1.0,0.0,0.0,6.0,7.93959994704,3.76204795454
10199,0.0,0.0,29.0,7.0,19.0,0.0,0.0,15.3,19.8739287542,20.9208242488
10279,0.0,0.0,37.0,12.0,0.0,0.0,0.0,2.0,7.38174561584,28.9631858736
10280,3.5,3.75,3.77777777778,0.444444444444,9.88888888889,0.0,0.111111111111,14.0,14.4720099909,0.222793431532
10281,3.35714285714,3.6875,5.33333333333,0.962962962963,4.25925925926,0.037037037037,0.037037037037,11.3218390805,10.8301670775,0.241741358494
10282,3.5,4.16666666667,4.76470588235,0.588235294118,5.29411764706,0.0,0.0,11.3924050633,11.3647209413,0.000766410611146
10285,0.0,3.0,33.0,23.0,13.0,0.0,0.0,18.8461538462,16.0960975376,7.56280970053
10301,3.9375,4.125,0.0721649484536,0.164948453608,8.76288659794,0.0721649484536,0.0927835051546,14.6846153846,14.0497284235,0.403081453356
10302,3.625,4.15,0.432835820896,0.0298507462687,9.89552238806,0.179104477612,0.119402985075,16.4495912807,15.2227744285,1.50507958886
10303,3.75,4.0,1.45945945946,0.108108108108,10.5945945946,0.108108108108,0.027027027027,16.4139534884,15.3057042549,1.22821636359
10304,3.8,4.375,0.666666666667,0.0,9.98148148148,0.12962962963,0.148148148148,17.4631578947,15.1378384181,5.40711066812
10305,4.125,4.14285714286,0.0851063829787,0.0106382978723,9.06382978723,0.0851063829787,0.127659574468,14.9613899614,14.3453172541,0.379545580721
10306,4.0,4.125,0.535714285714,0.0,8.58928571429,0.107142857143,0.133928571429,14.1571906355,14.1175975964,0.00156760874215
10307,3.27777777778,4.0,0.0,0.0333333333333,7.73333333333,0.0666666666667,0.133333333333,13.9645390071,13.349366883,0.378436742305
10308,3.45454545455,3.88461538462,0.0,0.0175438596491,9.56140350877,0.105263157895,0.105263157895,15.0271903323,14.6751118418,0.123959263494
10309,3.3,3.80769230769,0.24358974359,0.0,9.26923076923,0.0512820512821,0.141025641026,15.033492823,14.2948299138,0.545622893374
10310,3.875,4.0,0.0188679245283,0.0,10.0188679245,0.0754716981132,0.11320754717,16.8945454545,14.8974475457,3.98840005721
10311,0.0,5.0,1.0,0.0,11.0,0.0,0.0,17.6,14.9714723505,6.90915760427
10312,3.875,4.0,0.0131578947368,0.0,9.71052631579,0.0789473684211,0.144736842105,15.6893203883,14.7408333423,0.899627676458
10314,3.75,4.28571428571,0.0614525139665,0.00558659217877,10.0279329609,0.0782122905028,0.111731843575,15.8333333333,14.9226536047,0.829337568123
10317,0.0,0.0,98.0,47.0,5.0,0.0,0.0,14.75,10.5399653046,17.7243921361
10451,3.5,4.0,0.271604938272,0.172839506173,8.01851851852,0.0802469135802,0.0987654320988,13.7305045872,13.5663707648,0.0269399116552
10452,3.25,4.375,0.893203883495,0.766990291262,10.2524271845,0.145631067961,0.0776699029126,15.213036566,15.2745870294,0.00378845954228
10453,0.0,4.0,0.652173913043,0.0978260869565,11.097826087,0.195652173913,0.0978260869565,15.1598023064,15.8422604501,0.465749117855
10454,4.16666666667,4.25,0.685714285714,0.514285714286,12.2,0.185714285714,0.0857142857143,14.8396793587,16.7629594859,3.69900644772
10455,4.16666666667,4.25,0.792079207921,2.90099009901,10.6237623762,0.0891089108911,0.0990099009901,15.2339449541,15.361507935,0.0162723140858
10456,0.0,4.1,0.0,0.0,10.4086021505,0.225806451613,0.0860215053763,14.3484848485,15.5028265263,1.33250470904
10457,3.25,4.5,2.59090909091,0.238636363636,9.02272727273,0.170454545455,0.0681818181818,14.693359375,14.5597241357,0.0178583771737
10458,3.72222222222,4.13333333333,0.328042328042,0.021164021164,9.94708994709,0.121693121693,0.121693121693,15.1645796064,15.0388442142,0.015809388848
10459,0.0,4.0,0.77027027027,0.243243243243,10.8108108108,0.162162162162,0.135135135135,14.3861788618,15.5605324078,1.37910625099
10460,0.0,4.25,1.11764705882,0.117647058824,7.38235294118,0.191176470588,0.117647058824,12.8766756032,13.4195954305,0.294761938859
10461,3.96666666667,4.07142857143,0.477707006369,0.0445859872611,8.93630573248,0.108280254777,0.101910828025,14.1333333333,14.312162955,0.0319800335886
10462,3.5625,4.10714285714,0.715231788079,0.0331125827815,9.50993377483,0.12582781457,0.119205298013,14.3890746934,14.7542796219,0.133374639798
10463,3.7,4.11764705882,0.63358778626,0.0229007633588,9.0,0.114503816794,0.0916030534351,14.2449799197,14.3553878873,0.0121899193201
10464,4.0,3.63636363636,3.2972972973,1.0,11.4054054054,0.027027027027,0.027027027027,16.71875,15.5092499018,1.46289048753
10465,3.42857142857,4.0,0.417721518987,0.0,9.3164556962,0.113924050633,0.126582278481,14.614379085,14.574760232,0.0015696535147
10466,0.0,4.4,1.33333333333,0.397849462366,10.3225806452,0.161290322581,0.0752688172043,14.9705372617,15.1982812178,0.0518673095197
10467,4.0,4.125,0.564417177914,0.0122699386503,9.20858895706,0.177914110429,0.147239263804,14.614806867,14.8148518221,0.0400179840551
10468,4.0,4.0,0.771428571429,0.0952380952381,10.4857142857,0.12380952381,0.12380952381,15.3681073025,15.4097680744,0.00173561991164
10469,3.5,4.05555555556,1.46666666667,0.411111111111,11.2888888889,0.144444444444,0.155555555556,15.597972973,16.0242972579,0.181752395876
10470,3.42857142857,3.5,3.36956521739,0.369565217391,9.71739130435,0.0652173913043,0.108695652174,14.8156028369,14.5939963012,0.049109456684
